0,1,2,3,4
0.0,0.0,0.0,0.4719360076023755,0.0
0.0,0.48365577632311324,0.41480698332584537,0.5509558342751864,0.4894817695766946
0.5515047530772131,0.0,0.4395956928774963,0.36270858188826116,0.3728815935056931
0.0,0.5878575557786007,0.0,0.5673368545595623,0.5816943586608048
0.0,0.0,0.0,0.0,0.35077128157588333
0.5507641337066097,0.0,0.41318830489841596,0.4883576077747192,0.5183419410075052
0.4715891333363175,0.0,0.440912925968294,0.6129436423024197,0.4529561115612027
0.49593723078960633,0.0,0.0,0.0,0.0
0.46940470198913353,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4950901523423406,0.0
0.45738232721636374,0.415277418620944,0.0,0.5408997536229402,0.4505910264747902
0.6929980232358198,0.6768564728243793,0.0,0.612706249409015,0.6030006088841768
0.5937013352999044,0.0,0.0,0.45738232721636374,0.6613817519041548
0.0,0.4018828812409815,0.37351312094192274,0.0,0.4516700079470004
0.0,0.0,0.5284469942934238,0.0,0.0
0.0,0.0,0.5885016342754977,0.0,0.0
0.503482317562959,0.44573633938724583,0.36354583658978334,0.0,0.5640306389834334
0.0,0.0,0.5889330879867619,0.5654718042616588,0.5151470948782869
0.0,0.0,0.0,0.0,0.0
0.4002971065271655,0.5345137807549952,0.0,0.511032067229777,0.0
0.5200613401445647,0.0,0.5604948699149349,0.0,0.0
0.5672239117081077,0.0,0.0,0.0,0.0
0.0,0.1320463259885539,0.16213331514645346,0.0,0.06832461945924391
0.0,0.0,0.0,0.0,0.0
0.6468675385403759,0.3643556905279154,0.0,0.5702392707972465,0.0
0.4711030061691334,0.0,0.371500687353072,0.0,0.40756818309652065
0.0,0.4374371844788561,0.37182670705888016,0.3834521294571367,0.5587741177532325
0.0,0.0,0.0,0.0,0.5283489458177723
0.0,0.4962880706382385,0.0,0.0,0.4128943512667003
0.0,0.5399787013659259,0.0,0.0,0.49788156205420997
0.0,0.0,0.0,0.01751843689603601,0.018670256262094415
0.4002971065271655,0.0,0.5366545415758439,0.0,0.42238079856370203
0.4140621412248823,0.45580004068063446,0.0,0.5896487829860587,0.0
0.4002971065271655,0.5616290582327287,0.0,0.0,0.4721302997653719
0.5319769835490399,0.0,0.0,0.0,0.5361170795594975
0.4002971065271655,0.0,0.4649840035990744,0.0,0.5117217023737909
0.0,0.0,0.0,0.5836266987136625,0.0
0.0,0.4359760205469619,0.0,0.53402199764476,0.46192554292098326
0.0,0.429126075894454,0.0,0.5184339148922608,0.0
0.5139901894435958,0.5498321205765929,0.0,0.0,0.43344811789995463
0.4451880830892059,0.47652664801581224,0.371500687353072,0.0,0.521671633166318
0.45503764530889024,0.0,0.584279535997576,0.5540511102036035,0.4257671479964632
0.0,0.0,0.0,0.0,0.0
0.36270858188826116,0.0,0.0,0.0,0.0
0.0,0.7465901664021124,0.0,0.0,0.0
0.4549836320197422,0.48705761995476116,0.37715080650764404,0.0,0.6254954532540055
0.5286552949246278,0.4902497736004672,0.0,0.0,0.39090716913216217
0.0,0.0,0.0,0.0,0.0
0.0,0.4628167276503576,0.46663234094409817,0.4460125011109402,0.0
0.5026075196407093,0.5191521669371915,0.0,0.5123311948143171,0.0
0.36270858188826116,0.5266203500238451,0.4331556700189627,0.38718003758831443,0.44984166701514267
0.0,0.0,0.0,0.0,0.0
0.0,0.609182672902715,0.0,0.5706719084139646,0.5116296603679448
0.5211479356524671,0.0,0.0,0.0,0.4395875008985687
0.3864631630077039,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.44332888120846714
0.0,0.5713639119110798,0.40756818309652065,0.45158529079878745,0.32940831370189605
0.0,0.07057258622831858,0.0,0.05913397088860031,0.0
0.0,0.0,0.529417422192985,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4287507622216109,0.0
0.0,0.0,0.5337734747420528,0.4688084424127808,0.0
0.0,0.4647217072489239,0.0,0.5121417593159767,0.0
0.4462244992027291,0.4688084424127808,0.37283998861941053,0.0,0.3685065215336898
0.04377287917332803,0.0,0.0,0.00863569100025901,0.14848645310671416
0.6032091340386384,0.0,0.0,0.0,0.0
0.0,0.0,0.4712210167188667,0.4018828812409815,0.39210365944511777
0.5383178269330584,0.0,0.3766903202080948,0.0,0.4241067007739542
0.4090561223730627,0.0,0.0,0.4906181669575495,0.46307716703050955
0.0,0.0,0.0,0.0,0.679345049957628
